SB71,2012-08-02,60.3585,60.5615,0,59.6529,21031400,
ABBANK,2012-08-02,33.9,34,32.6,32.9,256550,
ACI,2012-08-02,150.2,151.9,150.1,150.4,6250,
ACIFORMULA,2012-08-02,66,66,63.7,63.9,50400,
ACTIVEFINE,2012-08-02,61.3,62.4,60,60.2,367500,
AFTABAUTO,2012-08-02,117.5,118.8,115.5,116,115200,
AGNISYSL,2012-08-02,22.6,22.6,22,22.1,32000,
AGRANINS,2012-08-02,30.4,30.5,29,29.1,32500,
AL-HAJTEX,2012-08-02,26.8,26.8,26.6,26.7,750,
ALARABANK,2012-08-02,26.9,27,26.3,26.4,288500,
AMBEEPHA,2012-08-02,238.2,240,233.1,236,900,
AMCL(PRAN),2012-08-02,124,125.3,123,123.3,7500,
ANLIMAYARN,2012-08-02,17.9,17.9,17.3,17.4,21000,
APEXADELFT,2012-08-02,242,242,236,237.1,7400,
APEXFOODS,2012-08-02,64.9,65.2,64,64,10950,
APEXSPINN,2012-08-02,67.5,69.5,65,67.9,1400,
APEXTANRY,2012-08-02,92.8,92.9,91,91.7,24900,
ARAMIT,2012-08-02,238.2,238.9,235,236.9,2650,
ARAMITCEM,2012-08-02,74,74,72.3,72.8,12500,
ASIAINS,2012-08-02,35.5,35.7,34.8,34.9,84750,
ASIAPACINS,2012-08-02,30.2,30.8,29.7,30.1,183000,
ATLASBANG,2012-08-02,184.5,186.9,184.5,185.1,20900,
BANGAS,2012-08-02,110,114,109.3,113.1,2200,
BANKASIA,2012-08-02,23.3,23.5,22.5,22.6,119000,
BATASHOE,2012-08-02,505,516,505,510.5,200,
BATBC,2012-08-02,639,650,639,644.5,3650,
BAYLEASING,2012-08-02,39.4,39.5,38.1,38.4,85500,
BDFINANCE,2012-08-02,33.3,34,31.8,32.2,101900,
BDLAMPS,2012-08-02,124.3,129.9,124.2,128,1900,
BEACHHATCH,2012-08-02,20.2,20.4,19.9,19.9,63500,
BEDL,2012-08-02,40,41.6,40,41,357600,
BEXIMCO,2012-08-02,61,61.3,59,60,1262700,
BGIC,2012-08-02,29.6,30.2,29.5,29.7,406200,
BIFC,2012-08-02,29,29,28.1,28.2,59500,
BRACBANK,2012-08-02,30.6,30.7,29.9,30.1,242500,
BSRMSTEEL,2012-08-02,72.4,72.5,71.3,71.7,225500,
BXPHARMA,2012-08-02,51.1,51.7,50.7,51,152350,
BXSYNTH,2012-08-02,21.4,21.5,20.7,20.8,214200,
CENTRALINS,2012-08-02,35.4,36.8,35.4,36,62000,
CITYBANK,2012-08-02,25.1,25.5,24.6,24.7,469300,
CITYGENINS,2012-08-02,29.1,30.5,29.1,29.9,457500,
CMCKAMAL,2012-08-02,20.5,20.8,19.9,20,614400,
CONFIDCEM,2012-08-02,104.6,105.3,102.9,103.7,146760,
CONTININS,2012-08-02,31.7,33,31.2,31.7,248000,
CVOPRL,2012-08-02,198,198.4,190.6,191.9,25600,
DACCADYE,2012-08-02,34.5,35,33.8,33.9,190500,
DAFODILCOM,2012-08-02,14,14.2,13.6,13.7,47000,
DBH,2012-08-02,77.5,78.8,77.4,77.5,22000,
DELTASPINN,2012-08-02,25.2,25.2,23.5,23.6,95600,
DESCO,2012-08-02,82.3,82.4,80.7,80.8,144000,
DESHBANDHU,2012-08-02,25.5,25.7,25.2,25.3,62000,
DHAKABANK,2012-08-02,24.8,24.8,23.4,23.5,312800,
DHAKAINS,2012-08-02,58,58.9,57,57.4,106500,
DUTCHBANGL,2012-08-02,102.1,104.8,102,102.2,20500,
EASTERNINS,2012-08-02,41.1,41.9,40.5,41.2,28000,
EASTLAND,2012-08-02,69.2,71,69.2,70.4,82200,
EASTRNLUB,2012-08-02,305,305,285,295,100,
EBL,2012-08-02,35.5,35.5,32.7,33.2,206600,
