SB71,2012-09-06,61.0603,66.294,0,60.3312,42895800,
ABBANK,2012-09-06,34,34,32.2,32.5,411500,
ACI,2012-09-06,152.9,154.1,151.5,152.1,5950,
ACIFORMULA,2012-09-06,67.4,67.7,65.1,65.3,69200,
ACTIVEFINE,2012-09-06,68,69.8,67.5,68.7,1418000,
AFTABAUTO,2012-09-06,130.9,131.9,124.5,126.7,409000,
AGNISYSL,2012-09-06,24.4,25.4,24,24.7,323500,
AGRANINS,2012-09-06,31.8,32.4,30.6,31.4,65500,
AL-HAJTEX,2012-09-06,28.4,29.3,28.2,28.3,6500,
ALARABANK,2012-09-06,25.6,26.2,25,25.1,364750,
AMBEEPHA,2012-09-06,230.5,235,226.4,227.7,3350,
AMCL(PRAN),2012-09-06,130.8,130.8,126.2,126.8,1400,
ANLIMAYARN,2012-09-06,21,21.7,20.2,20.7,112000,
APEXADELFT,2012-09-06,234.5,234.5,224,226.9,10000,
APEXFOODS,2012-09-06,64.5,64.5,64.1,64.2,1300,
APEXSPINN,2012-09-06,66.5,66.5,66,66.1,800,
APEXTANRY,2012-09-06,93,93.9,88.2,89,53600,
ARAMIT,2012-09-06,235.2,241.7,232.3,237.2,9050,
ARAMITCEM,2012-09-06,77.2,78,74,75.5,34500,
ASIAINS,2012-09-06,38.5,38.6,36.8,37.6,102250,
ASIAPACINS,2012-09-06,35.2,35.2,34,34.7,206500,
ATLASBANG,2012-09-06,209,215.9,209,210.6,25550,
BANGAS,2012-09-06,145,145.9,141.4,143.1,8750,
BANKASIA,2012-09-06,22.2,22.2,21.7,21.7,219000,
BATASHOE,2012-09-06,495.2,495.5,495,495.2,2300,
BATBC,2012-09-06,707,707,690,695.4,7650,
BAYLEASING,2012-09-06,42.8,44.4,41.5,42.2,325000,
BDFINANCE,2012-09-06,32.9,33,31.1,31.9,174200,
BDLAMPS,2012-09-06,126.8,128,126.5,126.9,4250,
BEACHHATCH,2012-09-06,25.6,25.7,23.7,24.2,247000,
BEDL,2012-09-06,48.8,49.5,47.2,47.8,912800,
BERGERPBL,2012-09-06,507,507,490,497.2,1100,
BEXIMCO,2012-09-06,72.6,74.1,69.5,71.2,1563100,
BGIC,2012-09-06,34.9,36,33.9,34.9,286600,
BIFC,2012-09-06,28.4,28.4,27.2,27.7,66500,
BRACBANK,2012-09-06,29.8,30.1,29.7,29.8,696000,
BSRMSTEEL,2012-09-06,85.7,86.8,81.2,83.7,660000,
BXPHARMA,2012-09-06,56,56.9,55,55.8,913050,
