SB71,2012-11-13,58.5205,59.87,0,59.655,31248300,
ABBANK,2012-11-13,33.3,33.6,32.9,33.4,105850,
ACI,2012-11-13,140,141.7,138,139.6,4000,
ACIFORMULA,2012-11-13,71,71.4,68.1,70.8,38900,
ACTIVEFINE,2012-11-13,69.8,70,67.2,69.5,111500,
AFTABAUTO,2012-11-13,122,124.6,118.6,123.2,276200,
AGNISYSL,2012-11-13,29.3,30.8,28.6,30.5,387500,
AGRANINS,2012-11-13,31.3,32.7,31.3,32.5,22500,
ALARABANK,2012-11-13,23.5,23.7,23.2,23.4,385250,
AMBEEPHA,2012-11-13,247,247,235,240.2,2600,
AMCL(PRAN),2012-11-13,119,121,119,120.3,4200,
ANLIMAYARN,2012-11-13,20.9,23.8,20.6,23.2,137000,
APEXADELFT,2012-11-13,232,234.9,229.4,230.1,7000,
APEXFOODS,2012-11-13,86,88.3,84.8,87,41150,
APEXSPINN,2012-11-13,71,77.8,71,75.8,17600,
APEXTANRY,2012-11-13,83.1,84.9,81.6,83.5,30000,
ARAMIT,2012-11-13,218,224.5,218,219.3,4150,
ARAMITCEM,2012-11-13,67.8,71.6,66.1,68.2,23000,
ASIAINS,2012-11-13,35.8,37.6,35.8,37.2,43500,
ASIAPACINS,2012-11-13,37.1,39.1,37.1,38.4,64500,
ATLASBANG,2012-11-13,197.5,199,196,197.6,21800,
BANGAS,2012-11-13,272,276.5,262,266.8,24950,
BANKASIA,2012-11-13,21.8,21.8,21.1,21.7,69500,
BATASHOE,2012-11-13,563.2,577.8,563.2,573.8,5900,
BATBC,2012-11-13,862,893.9,860,878.2,31300,
BAYLEASING,2012-11-13,38.9,39,36.5,37.7,89500,
BDFINANCE,2012-11-13,30,30.7,28.2,30.4,62200,
BDLAMPS,2012-11-13,120,121,118,119.3,2550,
BEACHHATCH,2012-11-13,26.3,28.2,25.7,27.9,206000,
BEDL,2012-11-13,33.7,35.4,33.2,34.9,327200,
BERGERPBL,2012-11-13,531.6,543.5,531.5,537.5,1600,
BEXIMCO,2012-11-13,57.1,58.5,56.3,57.9,838800,
BGIC,2012-11-13,33.9,35,33.9,34.7,79700,
BIFC,2012-11-13,24.9,25,24.6,24.7,9500,
BRACBANK,2012-11-13,33.4,34,33.4,33.7,156000,
BSRMSTEEL,2012-11-13,66.5,69.9,65.7,68.1,155000,
BXPHARMA,2012-11-13,51.6,52.9,50.9,52.7,194350,
BXSYNTH,2012-11-13,23.6,24.8,23.3,24.5,448600,
CENTRALINS,2012-11-13,34.3,36,34.3,35.5,40200,
CITYBANK,2012-11-13,24,24.5,23.8,24.1,412150,
CITYGENINS,2012-11-13,36.1,38,35.3,37.7,87100,
CMCKAMAL,2012-11-13,31,33.9,30.3,33.8,885800,
CONFIDCEM,2012-11-13,110,113.9,108.4,112.4,74060,
CONTININS,2012-11-13,34.6,35.4,34.6,35.1,119500,
CVOPRL,2012-11-13,197,213,197,211.5,12800,
DACCADYE,2012-11-13,31,32.7,30.7,32.1,358500,
DBH,2012-11-13,58,58.8,57.1,57.5,75000,
DELTASPINN,2012-11-13,43.5,46.4,41.9,45.2,892200,
DESCO,2012-11-13,68.9,73.5,68.8,72.1,302000,
DESHBANDHU,2012-11-13,27.4,28.2,25.8,27.9,283000,
DHAKABANK,2012-11-13,23,23.2,22.8,23,120600,
DHAKAINS,2012-11-13,52.1,54.3,51.9,54,40000,
DUTCHBANGL,2012-11-13,110,112.9,109.3,111.7,13500,
EASTERNINS,2012-11-13,38.5,39,38.5,38.8,5800,
EASTLAND,2012-11-13,60.8,63,60.8,62,33600,
EASTRNLUB,2012-11-13,289,296,289,293.3,900,
EBL,2012-11-13,30.5,31.3,30.5,31,172800,
ECABLES,2012-11-13,57.8,57.9,54.6,56,3100,
EXIMBANK,2012-11-13,19.5,20.1,19.4,19.9,708500,
FAREASTLIF,2012-11-13,104.4,111.9,104,111.3,45200,
FEDERALINS,2012-11-13,28.4,30.9,27.7,30.4,116800,
FINEFOODS,2012-11-13,18.9,19.9,18.9,19.7,47500,
FIRSTSBANK,2012-11-13,17.5,18.6,17.2,18,471900,
FLEASEINT,2012-11-13,37.2,39.3,37,38.4,66000,
FUWANGCER,2012-11-13,26.5,27.5,25.6,27,315000,
FUWANGFOOD,2012-11-13,31.5,34.6,31.4,34.4,765400,
GBBPOWER,2012-11-13,33.9,35.7,33.4,35,247400,
GEMINISEA,2012-11-13,204.3,218.9,203.4,208.1,3900,
GLAXOSMITH,2012-11-13,520,549,520,548,5150,
GLOBALINS,2012-11-13,37.2,39.8,35.9,39.1,43000,
GOLDENSON,2012-11-13,51.7,53.4,50.6,52.9,268000,
GP,2012-11-13,168.5,169,165.9,167.5,170400,
GQBALLPEN,2012-11-13,162,166,158,164.6,44800,
GREENDELT,2012-11-13,80.2,80.6,80.2,80.3,2000,
GSPFINANCE,2012-11-13,32.1,32.8,32.1,32.5,47000,
HEIDELBCEM,2012-11-13,270.3,273,269,271,6750,
HRTEX,2012-11-13,28.7,31.6,28.7,31.5,162500,
IBNSINA,2012-11-13,88.1,89.7,88.1,89.2,1300,
ICB,2012-11-13,1587,1587,1550,1558,4200,
IDLC,2012-11-13,100.3,103.6,100.3,102.7,31600,
IFIC,2012-11-13,35,35.2,34.5,34.8,256300,
INTECH,2012-11-13,19.2,20.1,18.9,19.9,68500,
IPDC,2012-11-13,18.3,19.7,18.3,19.5,32000,
ISLAMIBANK,2012-11-13,41.8,42.1,41.5,41.8,428400,
ISLAMICFIN,2012-11-13,22.9,23.9,22.7,23.6,152000,
ISLAMIINS,2012-11-13,32.8,33.8,32.7,33.1,3000,
ISNLTD,2012-11-13,16.4,17.4,16.3,16.9,10500,
JAMUNABANK,2012-11-13,19.6,20,19.4,19.8,255500,
JAMUNAOIL,2012-11-13,300,303,295.1,299.9,320800,
JANATAINS,2012-11-13,320,324.5,318,323.5,4020,
JUTESPINN,2012-11-13,80,83.9,79,80.9,700,
KARNAPHULI,2012-11-13,29.1,33.9,29.1,33.4,33100,
KOHINOOR,2012-11-13,200.1,200.1,200.1,200.1,500,
KPCL,2012-11-13,49.9,51.1,49.3,50.8,222900,
LANKABAFIN,2012-11-13,57.5,60.3,57,59.9,275000,
LEGACYFOOT,2012-11-13,20.4,22.4,20.4,22.1,29500,
LIBRAINFU,2012-11-13,246.1,246.1,246.1,246.1,200,
LINDEBD,2012-11-13,542.5,550,542,546.9,15300,
MAKSONSPIN,2012-11-13,19.5,20.6,18.9,20.2,674000,
MARICO,2012-11-13,377.1,384,377,380,900,
MEGHNACEM,2012-11-13,113,118.2,112.2,117.9,13000,
MEGHNALIFE,2012-11-13,105.3,120,105.3,118.2,89000,
MERCANBANK,2012-11-13,19,19.3,18.9,19.2,505500,
MERCINS,2012-11-13,34.2,34.8,34,34.2,70000,
MICEMENT,2012-11-13,108,108.5,103.9,107.8,267000,
MITHUNKNIT,2012-11-13,114.2,119.8,112.3,115.6,85400,
MJLBD,2012-11-13,76.4,78.1,76.2,77.8,111700,
MONNOCERA,2012-11-13,30,31,29.1,30.8,87700,
MONNOSTAF,2012-11-13,210,225.8,210,224.2,1850,
MPETROLEUM,2012-11-13,230.1,238,230.1,236.6,142300,
MTBL,2012-11-13,21.5,21.9,21.3,21.7,65500,
NATLIFEINS,2012-11-13,282.7,300,282.7,291.1,42500,
NAVANACNG,2012-11-13,85,91.3,84.5,90.4,102700,
NBL,2012-11-13,22.6,22.6,22,22.4,1871500,
NCCBANK,2012-11-13,18.3,18.7,18,18.5,328750,
NHFIL,2012-11-13,34.7,35.9,34.7,35.2,12000,
NITOLINS,2012-11-13,43.2,43.7,43,43.3,6500,
NORTHRNINS,2012-11-13,48.2,49.6,48.1,48.8,60500,
NPOLYMAR,2012-11-13,41.6,44,40,41.6,56900,
NTC,2012-11-13,746.5,755,746.5,750.7,1000,
NTLTUBES,2012-11-13,59,59,53.1,54.8,8000,
OCL,2012-11-13,31.9,33.7,31.5,33.3,31000,
OLYMPIC,2012-11-13,162,170.9,158.5,168.3,206500,
ONEBANKLTD,2012-11-13,22,22.3,21.6,22,372000,
ORIONINFU,2012-11-13,40,42.5,40,42,71600,
PADMAOIL,2012-11-13,291.9,299.5,282.2,293.2,156200,
PHARMAID,2012-11-13,145,151,143.2,149.6,9300,
PHENIXINS,2012-11-13,63.3,64.4,62,62.9,11400,
PHOENIXFIN,2012-11-13,45.9,49.4,45.5,48.2,75500,
PIONEERINS,2012-11-13,75.7,78,75.7,77,2500,
PLFSL,2012-11-13,32.8,33.8,32,33.4,379200,
POPULARLIF,2012-11-13,137.1,144,137.1,142.5,3000,
POWERGRID,2012-11-13,69.9,70.9,65,66.8,181000,
PRAGATIINS,2012-11-13,61,63,60.5,61.3,1500,
PRAGATILIF,2012-11-13,122,125.5,115,124.1,16500,
PREMIERBAN,2012-11-13,15.4,15.8,15,15.4,1969500,
PRIMEBANK,2012-11-13,32.6,33,32.4,32.8,139250,
PRIMEFIN,2012-11-13,33.1,34.8,33.1,34.5,110500,
PRIMEINSUR,2012-11-13,43,43,41.1,42.7,2500,
PRIMELIFE,2012-11-13,106,109.9,104,109.4,10300,
PRIMETEX,2012-11-13,22.1,23.6,21.6,23.1,107000,
PROGRESLIF,2012-11-13,110,119.2,110,117.1,19000,
PROVATIINS,2012-11-13,33,34.8,31.5,34,30500,
PUBALIBANK,2012-11-13,33.6,33.9,33.3,33.5,345450,
PURABIGEN,2012-11-13,62.9,62.9,61,61.9,1000,
RAHIMAFOOD,2012-11-13,20.5,21.8,19.8,21.7,147500,
RAHIMTEXT,2012-11-13,125.5,128,125.5,127.1,150,
RAKCERAMIC,2012-11-13,54.3,57.1,54.3,56.7,32400,
RANFOUNDRY,2012-11-13,66.9,70.5,66.1,69.7,42000,
RDFOOD,2012-11-13,25.8,27.4,25.4,27,173600,
RECKITTBEN,2012-11-13,725,729,725,727.6,700,
RELIANCINS,2012-11-13,75,75,75,75,2500,
RENATA,2012-11-13,820.1,832.5,820.1,825.6,2300,
RENWICKJA,2012-11-13,98,102,98,98.9,6950,
REPUBLIC,2012-11-13,47.5,50.8,47.4,50.2,22000,
RNSPIN,2012-11-13,35.9,39,35,38.5,2071250,
RUPALIBANK,2012-11-13,81,81.9,77.8,80,12200,
RUPALIINS,2012-11-13,48.4,50,47.7,49.5,89200,
RUPALILIFE,2012-11-13,118,119.9,116.8,118.4,7000,
SAFKOSPINN,2012-11-13,21.4,24,21.4,23.9,127500,
SAIHAMCOT,2012-11-13,26.9,29.1,25.9,29,765750,
SAIHAMTEX,2012-11-13,30.7,33.4,29.7,33.2,1508700,
SALAMCRST,2012-11-13,49.1,51.8,48.4,51.5,267500,
SAMORITA,2012-11-13,65.9,66,65.9,65.9,2500,
SANDHANINS,2012-11-13,97.9,102,95.3,100.6,32800,
SAPORTL,2012-11-13,31.6,33.5,31.5,32.5,57700,
SHAHJABANK,2012-11-13,28.8,28.8,27.5,28.2,225000,
SIBL,2012-11-13,20.5,21.7,20.4,21.4,1385500,
SINGERBD,2012-11-13,160,162,160,160.8,27300,
SINOBANGLA,2012-11-13,26.2,28,26.1,27.3,102000,
SONALIANSH,2012-11-13,151,159.5,150,157,18350,
SONARBAINS,2012-11-13,33.6,35,33.5,33.9,6500,
SONARGAON,2012-11-13,19.5,21.5,19.1,21.1,110500,
SOUTHEASTB,2012-11-13,18.8,19.2,18.7,19.1,308000,
SPCERAMICS,2012-11-13,25.3,26.9,25.2,26.6,154200,
SQUARETEXT,2012-11-13,108.8,111,106,107.8,76650,
SQURPHARMA,2012-11-13,170,171.9,168.9,171.1,166010,
STANDARINS,2012-11-13,45,48.1,45,45.4,15000,
STANDBANKL,2012-11-13,19.4,19.9,19.1,19.5,191000,
SUMITPOWER,2012-11-13,50,52,49.5,51.5,389900,
TAKAFULINS,2012-11-13,43.5,44.3,43.5,44,13500,
TALLUSPIN,2012-11-13,31,33.6,30.7,33.2,888500,
TITASGAS,2012-11-13,79.8,82.7,77.5,82.1,1123500,
TRUSTBANK,2012-11-13,24.1,24.8,24.1,24.4,312000,
UCBL,2012-11-13,23,23.5,22.8,23.3,1144000,
ULC,2012-11-13,31.5,33,31.5,32.6,61000,
UNIONCAP,2012-11-13,27,28.6,27,28.2,45500,
UNITEDAIR,2012-11-13,22.8,25.4,22.6,25.2,14768300,
UNITEDINS,2012-11-13,47.4,48,46.7,47.3,2400,
USMANIAGL,2012-11-13,98.4,101,98,99,8600,
UTTARABANK,2012-11-13,35.9,36.5,35.5,36.3,95475,
UTTARAFIN,2012-11-13,87.4,89,85.7,88.2,41400,
ANWARGALV,2012-11-13,20.2,22.1,20.2,21.9,46500,
BDAUTOCA,2012-11-13,29.6,31.7,29.2,31.3,10450,
BDCOM,2012-11-13,22.5,24.4,22.4,23.7,48500,
BDTHAI,2012-11-13,36.7,37.3,34.6,37.1,143800,
BDWELDING,2012-11-13,25.3,26.7,24.9,26.4,128000,
BEACONPHAR,2012-11-13,16.2,17.2,15.8,17,1735500,
FASFIN,2012-11-13,25,26.9,25,26.5,33000,
ILFSL,2012-11-13,20.8,21.7,20.5,21.3,137500,
KAY&QUE,2012-11-13,26.8,27.8,26.5,27.2,9000,
MIRACLEIND,2012-11-13,16,16,14.6,15.7,88000,
MODERNDYE,2012-11-13,71.5,71.5,71.5,71.5,200,
PARAMOUNT,2012-11-13,25.5,26.9,24.8,26.6,23000,
PREMIERLEA,2012-11-13,17.6,18.3,17.3,18.1,237000,
SALVOCHEM,2012-11-13,23.6,25,22.9,24.8,307500,
SAVAREFR,2012-11-13,45,48.5,45,47.2,1950,
AAMRATECH,2012-11-13,45.6,47.7,44,46.7,857000,
BSCCL,2012-11-13,139.1,144.7,136.6,143.3,429200,
GPHISPAT,2012-11-13,56.1,57.9,53.2,57.3,113000,
UNIQUEHRL,2012-11-13,109.3,114.4,107,112.8,1094800,
ALLTEX,2012-11-13,8,8.5,7.9,8.3,100000,
AZIZPIPES,2012-11-13,18,18,18,18,750,
BSC,2012-11-13,276.75,288,276.75,284,7505,
DELTALIFE,2012-11-13,3700,3700,3660,3675.1,350,
DULAMIACOT,2012-11-13,10.2,10.4,9.5,10.4,8100,
ICBIBANK,2012-11-13,7.8,8,7.8,7.8,26500,
LAFSURCEML,2012-11-13,32.8,34.5,32.8,33.9,331500,
MEGCONMILK,2012-11-13,10.7,11,10.7,10.9,24000,
MEGHNAPET,2012-11-13,7,7.6,7,7.3,2500,
MIDASFIN,2012-11-13,28.9,28.9,27.5,27.9,3000,
PADMALIFE,2012-11-13,62,64.5,62,64.1,29000,
PEOPLESINS,2012-11-13,26.5,27.4,26.5,27.1,5200,
1JANATAMF,2012-11-13,7.4,7.5,7.2,7.4,343000,
1STBSRS,2012-11-13,104,105,103,104.1,10000,
1STICB,2012-11-13,838,838,807,821,250,
1STPRIMFMF,2012-11-13,32,32.4,30.1,30.6,873500,
4THICB,2012-11-13,133,133,132.7,132.8,300,
5THICB,2012-11-13,119,119.1,118,118,10100,
6THICB,2012-11-13,50.1,50.5,49.2,50.2,7800,
8THICB,2012-11-13,54.8,54.8,54.8,54.8,500,
ABB1STMF,2012-11-13,9,9.5,8.9,9,36000,
AIBL1STIMF,2012-11-13,6.9,7.4,6.9,7.1,43000,
AIMS1STMF,2012-11-13,55.8,57.7,54.3,56.5,575750,
DBH1STMF,2012-11-13,7.6,7.9,7.5,7.7,369500,
EBL1STMF,2012-11-13,9.9,9.9,9.5,9.6,644500,
EBLNRBMF,2012-11-13,8.8,9.1,8.8,8.9,2500,
FBFIF,2012-11-13,9,9,9,9,500,
GRAMEEN1,2012-11-13,60.3,65.2,60.3,64.1,75000,
GRAMEENS2,2012-11-13,23.2,24.7,22.6,23.5,989000,
GREENDELMF,2012-11-13,7.6,7.7,7.5,7.5,1897500,
ICB1STNRB,2012-11-13,29.5,29.7,29,29.3,9500,
ICB2NDNRB,2012-11-13,13.1,13.5,12.9,13.4,219500,
ICB3RDNRB,2012-11-13,6.9,7.3,6.8,7.1,555500,
ICBAMCL1ST,2012-11-13,41,43,41,42.6,39500,
ICBAMCL2ND,2012-11-13,8.1,8.5,8.1,8.4,30000,
ICBEPMF1S1,2012-11-13,9.7,9.7,8.9,9.2,230000,
ICBISLAMIC,2012-11-13,25.5,25.9,24.7,25.2,7500,
IFIC1STMF,2012-11-13,8.5,8.8,8.4,8.6,489000,
IFILISLMF1,2012-11-13,6.7,7,6.6,6.9,686500,
LRGLOBMF1,2012-11-13,9,9,8.7,8.8,18000,
MBL1STMF,2012-11-13,7.1,7.5,7.1,7.3,782000,
NCCBLMF1,2012-11-13,11.6,11.6,11.6,11.6,1000,
PF1STMF,2012-11-13,8,8.2,7.8,8,283000,
PHPMF1,2012-11-13,7,7.4,6.8,7.2,1991000,
POPULAR1MF,2012-11-13,7.4,7.5,7.1,7.3,829500,
PRIME1ICBA,2012-11-13,6.9,7,6.8,6.8,128000,
SEBL1STMF,2012-11-13,9,9.3,8.9,9,258000,
TRUSTB1MF,2012-11-13,10.1,10.2,9.7,9.7,1335500,
ACIZCBOND,2012-11-13,806.5,820,806.5,813,21,
IBBLPBOND,2012-11-13,995,995,988,994.25,570,
AL-HAJTEX,2012-11-13,30.4,31.5,30.1,31.2,16450,
DAFODILCOM,2012-11-13,19.9,22,19.6,21.5,389500,
DSHGARME,2012-11-13,32,33.5,32,33,6100,
EHL,2012-11-13,56.1,58.4,55.6,57.9,229600,
IMAMBUTTON,2012-11-13,10.5,11,10.5,10.8,7500,
KEYACOSMET,2012-11-13,33.7,35.8,33,35.4,881500,
MALEKSPIN,2012-11-13,32.2,33.8,31,33.4,1340000,
METROSPIN,2012-11-13,22.2,24.5,21.3,24,197000,
SAMATALETH,2012-11-13,14.1,14.8,14.1,14.5,1500,
ZAHINTEX,2012-11-13,36.2,40.9,36.2,39.4,194500,
ZEALBANGLA,2012-11-13,9,9,9,9,500,
DSEGEN,2012-11-13,4223.7,4309.54,4205.25,4291.26,2539380000,
