SB71,2013-05-02,48.682,48.7973,0,48.6171,23243300,
AAMRATECH,2013-05-02,30.4,30.9,29.8,30.3,740250,
ABBANK,2013-05-02,21.3,22.9,21.2,22.6,760550,
ACI,2013-05-02,146,146,141,142.1,139600,
ACIFORMULA,2013-05-02,66,69.8,65.4,68.5,167300,
ACTIVEFINE,2013-05-02,52.2,52.9,51.9,52.1,279000,
AFTABAUTO,2013-05-02,67,68.4,67,68,73750,
AGNISYSL,2013-05-02,20.9,21.6,20.9,21.4,325000,
AL-HAJTEX,2013-05-02,61,61,54.9,57.8,42350,
ALARABANK,2013-05-02,16.5,17.2,16.5,17,345750,
AMBEEPHA,2013-05-02,205,206,198.1,198.8,1950,
AMCL(PRAN),2013-05-02,126,126,125,125.4,700,
ANLIMAYARN,2013-05-02,19.6,20.8,19.5,20,61500,
APEXFOOT,2013-05-02,219,220,210,218.2,1800,
APEXFOODS,2013-05-02,65.1,73.7,65,73.5,43600,
APEXSPINN,2013-05-02,60.4,60.9,57.1,60.5,15200,
APEXTANRY,2013-05-02,71.7,73,71.4,71.9,37200,
ARAMIT,2013-05-02,204,215,200,210.8,3050,
ARAMITCEM,2013-05-02,63.3,65.9,63.3,65.1,30500,
ASIAINS,2013-05-02,28.5,28.6,27.9,28.1,24000,
ASIAPACINS,2013-05-02,25.7,26,25.7,25.9,7000,
ATLASBANG,2013-05-02,144,145.8,143.2,145.1,2500,
BANGAS,2013-05-02,310.2,316.5,296,301.9,36600,
BANKASIA,2013-05-02,16.5,17,16.3,16.9,281000,
BATASHOE,2013-05-02,533.4,534,525,530.9,2200,
BATBC,2013-05-02,909,910,892,905.9,4750,
BDCOM,2013-05-02,20.3,20.8,20.3,20.4,68000,
BDFINANCE,2013-05-02,19.5,20.4,19.5,20.1,62000,
BDLAMPS,2013-05-02,93.2,96.8,92.6,94.7,3300,
BEACHHATCH,2013-05-02,19.6,20.7,18.9,20.1,127500,
BARKAPOWER,2013-05-02,24.6,25.7,24.6,25.4,192600,
BERGERPBL,2013-05-02,609,609,581,594.4,2350,
BEXIMCO,2013-05-02,40,45,40,44.2,1310300,
BGIC,2013-05-02,22.5,23.5,22.5,23.4,27800,
BIFC,2013-05-02,16.1,16.7,16,16.5,58000,
BRACBANK,2013-05-02,25.4,25.6,25.1,25.6,274000,
BSCCL,2013-05-02,117.2,121.2,117.2,120,184200,
BSRMSTEEL,2013-05-02,44.2,45.4,44.2,45.1,60500,
BXPHARMA,2013-05-02,55.1,55.1,53.6,54.7,330000,
BXSYNTH,2013-05-02,18.7,19.6,18.5,19.3,299400,
CENTRALINS,2013-05-02,25,26,24.5,25.8,44200,
CITYBANK,2013-05-02,15.2,16.8,15.2,16.6,370800,
CITYGENINS,2013-05-02,22.5,24.7,22.5,24.3,79300,
CMCKAMAL,2013-05-02,24,26.4,24,26.1,598000,
CONFIDCEM,2013-05-02,86.7,91.8,86.7,91.2,124400,
CONTININS,2013-05-02,25.1,26,24.4,25.6,85500,
CVOPRL,2013-05-02,205,221,201.3,220.7,117600,
DACCADYE,2013-05-02,21.6,21.8,20.4,21.2,553500,
DAFODILCOM,2013-05-02,18.5,18.5,17.1,17.7,208500,
DBH,2013-05-02,52,52,48.5,50.7,5500,
DELTASPINN,2013-05-02,30,30.4,29.2,30.1,296400,
DESCO,2013-05-02,69,69.6,68.3,69.2,54500,
DESHBANDHU,2013-05-02,17.8,18.4,17,17.9,247500,
DHAKABANK,2013-05-02,17.4,18,17.4,17.8,87600,
DUTCHBANGL,2013-05-02,94.9,96,94.9,95.3,28000,
EASTERNINS,2013-05-02,29.1,32.8,29.1,31,48200,
EASTLAND,2013-05-02,40,41,39.2,40.5,19000,
EASTRNLUB,2013-05-02,225,225,225,225,50,
EBL,2013-05-02,26,27.5,26,27,128600,
ECABLES,2013-05-02,53,53,53,53,300,
EHL,2013-05-02,36.4,37.1,36.4,36.8,50400,
ENVOYTEX,2013-05-02,41.3,42.8,41.3,42.5,247400,
EXIMBANK,2013-05-02,15.2,15.5,15,15.4,524100,
FAREASTLIF,2013-05-02,98,99.8,96.5,99,56200,
FEDERALINS,2013-05-02,22.4,22.9,22,22.8,90300,
FINEFOODS,2013-05-02,16.8,16.9,16.3,16.7,15500,
FIRSTSBANK,2013-05-02,13.3,13.8,13.3,13.6,359200,
FIRSTFIN,2013-05-02,26.6,27.3,26.2,27.1,93000,
FUWANGCER,2013-05-02,17.2,17.5,16.9,17.3,88500,
FUWANGFOOD,2013-05-02,20.9,21.3,20.8,21.1,66700,
GBBPOWER,2013-05-02,24.9,25.8,24.9,25.6,204200,
GEMINISEA,2013-05-02,148.8,162.6,148.3,161.1,7100,
GENNEXT,2013-05-02,20.7,22,20.7,21.8,747500,
GLAXOSMITH,2013-05-02,555,578.7,552,559.6,4700,
GLOBALINS,2013-05-02,27.3,28.2,27,27.8,18000,
GOLDENSON,2013-05-02,39.9,41.1,39.1,40.9,446000,
GP,2013-05-02,144,147.4,143.7,146.6,211400,
GPHISPAT,2013-05-02,36.2,37.3,36.2,36.8,22000,
GQBALLPEN,2013-05-02,147.8,151,146.1,147,45300,
GREENDELT,2013-05-02,67.8,67.9,67,67.2,4100,
GSPFINANCE,2013-05-02,23.3,24,23.3,23.9,118500,
HEIDELBCEM,2013-05-02,231.8,232.9,231.8,232.5,8950,
HRTEX,2013-05-02,24.3,25.5,24.1,25.3,137500,
IBNSINA,2013-05-02,88,88,85.5,86.6,16400,
ICB,2013-05-02,1230,1256,1216.5,1240,2900,
IDLC,2013-05-02,57.1,58.5,57.1,58.2,50400,
IFIC,2013-05-02,20,20.5,19.4,20.3,49250,
INTECH,2013-05-02,16.9,17.4,16.7,17,108000,
IPDC,2013-05-02,15.5,16.3,15.5,16,43000,
ISLAMIBANK,2013-05-02,34.9,35.6,34.9,34.9,568400,
ISLAMICFIN,2013-05-02,14.5,14.9,14.4,14.8,170500,
ISLAMIINS,2013-05-02,25,26.1,25,25.7,8000,
ISNLTD,2013-05-02,14.9,15.2,14.9,15,3000,
JAMUNABANK,2013-05-02,17.3,17.8,17.3,17.6,485750,
JAMUNAOIL,2013-05-02,172.5,173.4,172,173,126000,
JANATAINS,2013-05-02,202,205,197,202.75,700,
JUTESPINN,2013-05-02,59.9,65.8,59.9,64.2,2600,
KARNAPHULI,2013-05-02,25.4,25.6,24,25.1,78900,
KEYACOSMET,2013-05-02,22.5,23.5,22.1,23.3,419500,
KOHINOOR,2013-05-02,200,210,200,207.1,3000,
KPCL,2013-05-02,44.9,47,44.5,46.6,277500,
LANKABAFIN,2013-05-02,33.9,34.3,32.7,34.1,343500,
LEGACYFOOT,2013-05-02,15.9,16.4,15.8,16.3,34000,
LINDEBD,2013-05-02,497,497,497,497,50,
MALEKSPIN,2013-05-02,20.8,21.8,20.3,21.3,1494000,
MARICO,2013-05-02,415,415,391,399.7,5800,
MEGHNACEM,2013-05-02,87.9,91.5,87,90.7,18000,
MEGHNALIFE,2013-05-02,102,104.9,101.4,104.6,77850,
MERCANBANK,2013-05-02,13.3,13.8,13.2,13.5,844500,
MERCINS,2013-05-02,26,26,24.6,25.4,41000,
METROSPIN,2013-05-02,14.4,15,14.4,14.8,80000,
MICEMENT,2013-05-02,63,65.6,63,64.6,72300,
MITHUNKNIT,2013-05-02,64.4,68.9,63.4,66.7,94800,
MJLBD,2013-05-02,65.1,65.9,65.1,65.5,29600,
MONNOSTAF,2013-05-02,184.9,184.9,181.5,182.4,200,
MPETROLEUM,2013-05-02,168,168.9,165.8,167.9,56700,
MTB,2013-05-02,17.5,17.7,17.5,17.6,19000,
NATLIFEINS,2013-05-02,265,273.9,265,268.8,2100,
NAVANACNG,2013-05-02,59.5,60.5,58.4,60.2,26900,
NBL,2013-05-02,13,14.9,13,14.7,3236300,
NCCBANK,2013-05-02,13,13.3,12.2,13.1,857250,
NHFIL,2013-05-02,20,21.5,20,21.2,35500,
NITOLINS,2013-05-02,32.9,32.9,29.1,29.9,26000,
NORTHRNINS,2013-05-02,32.3,34,32.2,33.8,76500,
NPOLYMAR,2013-05-02,34.2,36.4,34.2,35.9,18600,
NTLTUBES,2013-05-02,42,44.3,42,44.1,12800,
OLYMPIC,2013-05-02,104,106.5,102.1,104.7,586500,
ONEBANKLTD,2013-05-02,15.1,15.5,15,15.4,765000,
ORIONINFU,2013-05-02,36.7,37.8,36.7,37.3,58200,
PADMAOIL,2013-05-02,169.9,171.4,169.9,170.1,21800,
PHARMAID,2013-05-02,135.6,138.9,125,128.3,159450,
PHOENIXFIN,2013-05-02,24.4,25.5,24.4,25.1,35000,
PIONEERINS,2013-05-02,67,67.7,66.6,67,17500,
PLFSL,2013-05-02,20.3,20.8,20.2,20.6,247400,
POWERGRID,2013-05-02,51.1,53.8,51.1,53.2,108000,
PRAGATIINS,2013-05-02,42,43.5,40.6,41.9,22200,
PRAGATILIF,2013-05-02,126,126,118,124.7,37000,
PREMIERBAN,2013-05-02,12.2,12.6,12.1,12.5,526750,
PRIMEBANK,2013-05-02,29.6,30.3,29.6,29.8,63250,
PRIMEFIN,2013-05-02,20.8,21.5,20.7,21.4,88050,
PRIMEINSUR,2013-05-02,25.4,27.1,25.4,26.8,31750,
